Topic 00		1645.6383522890585
	and	71.01907775062313
	for	53.434009556943444
	the	48.10654238803781
	fda	40.59666683764212
	are	38.27872078861057
	of	35.30757101351458
	drug	31.732278323910272
	may	28.323881354021857
	zyprexa	26.867510741749022
	what	26.73658731815633
	bipolar	22.858432236820438
	approved	21.93074717078395
	ciprofloxacin	21.57278249811594
	http	20.61124800692093
	is	20.5973240865634
	know	19.7105212342753
	two	18.13969667263175
	depression	17.850080386816842
	do	17.745769120219688
	meds	17.488613779062046


Topic 01		5557.826580993195
	i	667.1759535224198
	to	198.27423828150546
	my	160.35161474674385
	it	144.03862114094045
	and	125.36014093339956
	was	119.27132431498029
	a	107.55146198459389
	take	85.38732253677077
	me	82.12975113744109
	seroquel	80.48684298822
	on	80.33825120380219
	had	78.3314540647516
	but	75.36251632116216
	for	74.65005822902363
	vyvanse	65.76877395687681
	be	65.33667350438067
	that	65.02126262106736
	this	64.60787636824908
	so	63.18121478111716
	have	57.845490092545695


Topic 02		3131.3888021388393
	a	308.10290265359856
	lozenge	172.34948439249632
	the	92.543753703971
	of	90.40276096317082
	you	89.20865506064396
	and	87.58893165103707
	nicotine	81.44377888013247
	my	58.795434618937776
	like	56.00006407600524
	is	53.3471087759836
	with	53.03296498433856
	throat	50.99509298474446
	to	50.240720612377544
	need	49.78868693727665
	i	48.2832777145907
	vyvanse	42.682262653345134
	or	39.89356068463789
	in	38.925123159541556
	she	35.017482448642326
	needs	31.980073606303446


Topic 03		4015.0849044930223
	i	196.15133419072203
	you	190.90482521518703
	to	161.34074000983728
	me	155.99123841477578
	it	91.22859459048443
	they	83.78885488477141
	have	79.06561753092697
	on	71.80332547498416
	if	64.0431258559569
	know	62.179370813088255
	is	61.34110248144621
	take	52.81386182928724
	do	51.33766131372553
	or	51.1766348092964
	your	50.48903722805497
	what	48.40365614985563
	that	47.61193969280919
	don't	42.25390964015236
	no	40.04439659302396
	does	38.86124900688831


Topic 04		2305.563886820396
	of	141.10215350339172
	in	128.04159435083585
	the	75.56736186846896
	side	67.87614762620146
	with	63.85963479578791
	http	62.36082828243443
	effects	60.95006778766898
	to	50.677528726137936
	a	45.346750535445636
	for	41.88013891670306
	from	38.771339465977945
	cipro	30.772291218756365
	as	29.898627383350608
	patients	28.949172543736296
	risk	21.76341610053752
	and	21.280466646400463
	or	20.56611675788254
	eliquis	17.989292236634597
	venlafaxine	16.198447404634457
	stroke	15.976991670367244


Topic 05		1496.2375596671106
	a	172.00855306445527
	chemical	121.98160107910196
	prozac	106.17940266579762
	in	83.95469774346185
	can	82.17469711322533
	make	78.20656347049416
	the	77.32555601336229
	same	75.76035337095244
	that	75.06170340274696
	bananas	69.99974413776096
	happy	69.78586262638566
	person	68.98328970730219
	found	68.47745358799398
	contain	60.99298702421834
	natural	60.973874852405274
	���@uberfacts:	25.995500406925377
	@uberfacts:	21.99982288974277
	rt	12.128653089052198
	known	8.790811153684285
	i	8.336598369283665


Topic 06		3234.2452305495
	the	258.3376884915556
	is	139.41285536388202
	for	137.4936730560896
	of	96.94705332660196
	in	89.00012036840087
	to	68.75816571595567
	a	59.77005991051212
	this	57.16029820987629
	tysabri	51.87916733295097
	me	46.800374052800215
	on	43.60720744422876
	as	42.14916829115106
	drug	38.988654001265715
	has	38.947163672780306
	an	37.67859824055766
	which	36.8583204060417
	now	35.76012970803055
	time	32.869903904761145
	also	27.86733695321511
	new	26.774422390862284


Topic 07		3712.5570979976505
	the	180.33143062873359
	is	121.75002485480715
	humira	94.59000753937656
	for	86.58514983861171
	a	79.48350121691217
	it	75.66773911611807
	i	63.975039533203635
	i'm	61.77958787213905
	on	60.97687511356851
	all	59.08050402483272
	not	58.84481179771895
	my	57.55411617659654
	but	53.47312300604975
	it's	53.2211704965234
	that	51.860295785137026
	about	47.810458974203584
	cipro	45.88416106168126
	enbrel	42.00336147531008
	to	41.47613251639159
	so	41.32568585332551


Topic 08		1704.1553845296125
	cymbalta	181.14709654982943
	can	122.77152896827329
	help	94.86122881595165
	depression	81.22595394256004
	hurts	51.99626620259613
	some	51.326895862343754
	and	43.50403115337364
	need	40.97589495736037
	prozac	31.073960499921537
	lol	28.204949329142302
	i	27.710067328635095
	my	23.89721577967048
	anxiety	23.801495499992853
	your	22.404712718881573
	fluoxetine	19.368750071189446
	for	18.489157284974596
	brain	17.931833713731812
	are	17.015187437314566
	rt	16.351031143133213
	depressed	14.867419231815896


Topic 09		4185.302200521613
	and	231.6345248571992
	the	150.696312481465
	to	148.98685180696157
	my	130.57763129115153
	on	122.17484551666698
	of	104.14195920482729
	a	90.54711459516861
	day	73.49876877689235
	in	69.83295715740171
	i'm	66.84368089155097
	i	65.32395111578461
	been	55.83813250516769
	with	53.54110285350009
	i've	45.71134355967951
	be	40.85825684966237
	out	40.26164369006821
	got	39.56192620575075
	vyvanse	38.77615084570894
	just	38.05403855518237
	have	37.9156449124103


